customer_id,tenant_id,product_id,ownership_date,usage_score
T1_C19,T1,T1_P261,2021-02-17,89.47
T1_C20,T1,T1_P91,2020-08-05,39.69
T1_C20,T1,T1_P153,2021-04-10,75.55
T1_C20,T1,T1_P158,2022-07-02,55.83
T1_C20,T1,T1_P282,2020-04-21,73.72
T1_C20,T1,T1_P296,2021-08-24,86.15
T1_C20,T1,T1_P230,2022-03-11,4.62
T1_C20,T1,T1_P258,2022-03-07,49.25
T1_C20,T1,T1_P53,2020-07-24,92.66
T1_C20,T1,T1_P143,2020-09-16,45.84
T1_C20,T1,T1_P203,2020-04-02,73.63
T1_C20,T1,T1_P183,2021-05-17,88.77
T1_C20,T1,T1_P254,2022-09-17,41.71
T1_C20,T1,T1_P240,2022-03-15,5.93
T1_C20,T1,T1_P256,2022-09-08,0.69
T1_C20,T1,T1_P134,2021-08-03,11.33
T1_C21,T1,T1_P113,2022-06-29,28.12
T1_C21,T1,T1_P120,2022-05-18,96.3
T1_C21,T1,T1_P220,2020-06-05,45.34
T1_C21,T1,T1_P39,2020-03-28,40.74
T1_C21,T1,T1_P63,2022-05-27,12.51
T1_C21,T1,T1_P43,2021-12-02,45.4
T1_C21,T1,T1_P183,2022-05-20,7.69
T1_C21,T1,T1_P78,2020-12-27,95.12
T1_C22,T1,T1_P70,2020-07-22,16.43
T1_C22,T1,T1_P16,2020-08-29,26.14
T1_C22,T1,T1_P180,2021-08-08,70.69
T1_C22,T1,T1_P188,2021-01-05,96.88
T1_C22,T1,T1_P248,2021-05-29,51.96
T1_C22,T1,T1_P46,2021-02-18,40.2
T1_C22,T1,T1_P229,2020-05-12,67.38
T1_C22,T1,T1_P63,2021-07-28,25.14
T1_C22,T1,T1_P284,2020-06-28,78.12
T1_C22,T1,T1_P183,2022-02-14,82.73
T1_C22,T1,T1_P161,2022-08-13,53.18
T1_C22,T1,T1_P78,2020-02-07,11.71
T1_C23,T1,T1_P91,2020-08-20,38.2
T1_C23,T1,T1_P153,2022-05-23,93.28
T1_C23,T1,T1_P158,2022-05-25,1.83
T1_C23,T1,T1_P282,2020-07-29,86.82
T1_C23,T1,T1_P296,2022-08-15,35.52
T1_C23,T1,T1_P230,2022-04-24,12.83
T1_C23,T1,T1_P258,2022-02-21,13.07
T1_C23,T1,T1_P53,2022-08-22,90.23
T1_C23,T1,T1_P143,2022-06-15,60.6
T1_C23,T1,T1_P203,2022-04-13,46.6
T1_C23,T1,T1_P183,2020-02-28,13.09
T1_C23,T1,T1_P240,2022-07-28,45.89
T1_C23,T1,T1_P256,2020-07-15,66.34
T1_C24,T1,T1_P16,2020-07-05,97.14
T1_C24,T1,T1_P83,2022-05-05,52.7
T1_C24,T1,T1_P282,2022-07-24,60.75
T1_C24,T1,T1_P8,2021-11-06,34.95
T1_C24,T1,T1_P59,2020-01-31,42.27
T1_C24,T1,T1_P238,2022-02-15,97.75
T1_C24,T1,T1_P150,2021-11-01,79.38
T1_C24,T1,T1_P170,2021-12-14,22.22
T1_C24,T1,T1_P176,2021-05-02,66.3
T1_C24,T1,T1_P252,2021-03-04,66.16
T1_C24,T1,T1_P226,2021-08-24,52.33
T1_C24,T1,T1_P105,2021-01-03,64.83
T1_C24,T1,T1_P256,2022-04-04,14.5
T1_C24,T1,T1_P5,2022-01-13,71.84
T1_C25,T1,T1_P130,2020-03-27,99.01
T1_C25,T1,T1_P96,2022-08-02,1.51
T1_C25,T1,T1_P190,2022-01-04,37.35
T1_C25,T1,T1_P213,2022-01-07,6.19
T1_C26,T1,T1_P6,2022-04-11,11.09
T1_C26,T1,T1_P190,2021-01-22,15.19
T1_C26,T1,T1_P213,2021-12-27,65.73
T1_C26,T1,T1_P263,2021-11-01,74.08
T1_C26,T1,T1_P149,2022-09-12,49.62
T1_C26,T1,T1_P206,2020-11-21,58.14
T1_C26,T1,T1_P273,2020-01-23,79.59
T1_C26,T1,T1_P96,2022-06-25,37.9
T1_C26,T1,T1_P157,2020-10-16,30.24
T1_C26,T1,T1_P130,2021-08-10,31.52
T1_C26,T1,T1_P294,2021-08-21,88.04
T1_C26,T1,T1_P242,2021-10-12,14.37
T1_C26,T1,T1_P179,2022-08-05,28.4
T1_C27,T1,T1_P1,2020-10-01,20.19
T1_C27,T1,T1_P153,2021-07-12,37.87
T1_C27,T1,T1_P190,2022-04-12,49.56
T1_C27,T1,T1_P125,2020-02-27,56.45
T1_C27,T1,T1_P82,2020-07-26,8.15
T1_C27,T1,T1_P72,2021-11-06,36.43
T1_C27,T1,T1_P263,2022-02-20,82.91
T1_C27,T1,T1_P147,2021-10-06,21.47
T1_C27,T1,T1_P73,2021-02-22,82.59
T1_C27,T1,T1_P293,2022-09-27,92.9
T1_C27,T1,T1_P45,2022-04-30,24.29
T1_C27,T1,T1_P176,2022-04-01,9.81
T1_C27,T1,T1_P266,2022-08-16,37.83
T1_C27,T1,T1_P69,2022-04-03,92.22
T1_C28,T1,T1_P70,2021-04-28,99.66
T1_C28,T1,T1_P16,2020-03-08,76.0
T1_C28,T1,T1_P180,2020-10-22,24.19
T1_C28,T1,T1_P188,2020-11-21,87.29
T1_C28,T1,T1_P46,2020-05-13,60.23
T1_C28,T1,T1_P229,2022-07-18,21.79
T1_C28,T1,T1_P63,2020-07-18,37.32
T1_C28,T1,T1_P284,2022-01-01,96.22
T1_C28,T1,T1_P183,2020-04-01,94.04
T1_C28,T1,T1_P161,2021-11-01,1.1
T1_C28,T1,T1_P78,2022-02-26,4.85
T1_C29,T1,T1_P183,2021-12-17,68.21
T1_C29,T1,T1_P220,2021-09-01,96.83
T1_C29,T1,T1_P78,2021-08-10,33.83
T1_C30,T1,T1_P6,2021-11-20,60.35
T1_C30,T1,T1_P190,2021-01-19,33.24
T1_C30,T1,T1_P213,2020-04-10,57.87
T1_C30,T1,T1_P263,2021-11-01,34.57
T1_C30,T1,T1_P273,2021-04-05,2.92
T1_C30,T1,T1_P96,2021-11-24,30.61
T1_C30,T1,T1_P130,2020-02-04,5.14
T1_C30,T1,T1_P294,2021-04-15,33.21
T1_C31,T1,T1_P70,2020-02-09,3.81
T1_C31,T1,T1_P16,2021-03-12,52.3
T1_C31,T1,T1_P180,2020-07-02,81.61
T1_C31,T1,T1_P188,2020-05-15,39.91
T1_C31,T1,T1_P248,2020-12-21,74.35
T1_C31,T1,T1_P46,2020-01-06,58.37
T1_C31,T1,T1_P176,2022-05-05,1.72
T1_C31,T1,T1_P229,2020-05-20,98.05
T1_C31,T1,T1_P63,2020-05-20,60.25
T1_C31,T1,T1_P2,2022-03-11,73.62
T1_C31,T1,T1_P284,2020-09-15,70.97
T1_C31,T1,T1_P183,2021-08-07,32.54
T1_C31,T1,T1_P161,2020-10-30,73.48
T1_C31,T1,T1_P78,2022-03-09,91.29
T1_C32,T1,T1_P183,2020-08-16,13.53
T1_C32,T1,T1_P190,2020-11-06,59.95
T1_C32,T1,T1_P220,2020-07-18,25.89
T1_C32,T1,T1_P118,2020-03-25,52.98
T1_C33,T1,T1_P183,2021-07-21,83.62
T1_C33,T1,T1_P220,2021-05-31,54.98
T1_C33,T1,T1_P78,2020-03-06,52.04
T1_C34,T1,T1_P1,2020-08-16,44.89
T1_C34,T1,T1_P153,2022-03-22,31.6
T1_C34,T1,T1_P190,2021-03-11,92.93
T1_C34,T1,T1_P125,2021-09-04,58.08
T1_C34,T1,T1_P82,2022-06-25,30.48
T1_C34,T1,T1_P72,2020-01-19,90.94
T1_C34,T1,T1_P263,2020-05-09,98.51
T1_C34,T1,T1_P147,2021-11-23,48.4
T1_C34,T1,T1_P73,2021-02-11,5.02
T1_C34,T1,T1_P45,2022-07-30,24.51
T1_C34,T1,T1_P266,2021-01-04,39.97
T1_C34,T1,T1_P69,2022-07-30,30.44
T1_C35,T1,T1_P70,2020-12-23,23.18
T1_C35,T1,T1_P16,2022-03-22,14.58
T1_C35,T1,T1_P180,2021-12-08,11.42
T1_C35,T1,T1_P188,2022-01-25,29.97
T1_C35,T1,T1_P248,2020-11-16,62.63
T1_C35,T1,T1_P46,2020-04-30,53.2
T1_C35,T1,T1_P229,2020-02-02,32.67
T1_C35,T1,T1_P63,2020-04-07,44.98
T1_C35,T1,T1_P284,2020-05-18,19.88
T1_C35,T1,T1_P183,2022-07-23,66.58
T1_C35,T1,T1_P161,2022-09-15,53.8
T1_C35,T1,T1_P78,2022-07-29,96.52
T1_C36,T1,T1_P83,2020-12-08,38.59
T1_C36,T1,T1_P282,2020-07-11,5.68
T1_C36,T1,T1_P8,2021-11-11,81.86
T1_C36,T1,T1_P59,2021-03-13,20.93
T1_C36,T1,T1_P256,2020-05-02,50.62
T1_C36,T1,T1_P5,2021-07-01,54.77
T1_C37,T1,T1_P180,2022-07-10,40.33
T1_C37,T1,T1_P216,2021-11-05,58.72
T1_C37,T1,T1_P125,2021-09-23,31.36
T1_C37,T1,T1_P90,2020-12-28,37.43
T1_C37,T1,T1_P45,2020-11-20,57.25
T1_C37,T1,T1_P3,2022-06-03,70.69
T1_C37,T1,T1_P39,2020-01-17,59.81
T1_C37,T1,T1_P252,2020-09-15,68.03
T1_C37,T1,T1_P178,2022-01-13,29.11
T1_C37,T1,T1_P281,2020-04-18,91.46
T1_C37,T1,T1_P78,2021-12-12,90.85
T1_C38,T1,T1_P153,2021-06-09,46.94
T1_C38,T1,T1_P190,2022-05-10,39.83
T1_C38,T1,T1_P125,2022-08-29,86.42
T1_C38,T1,T1_P82,2020-04-05,92.11
T1_C38,T1,T1_P72,2020-08-27,49.86
T1_C38,T1,T1_P263,2020-10-13,21.05
T1_C38,T1,T1_P147,2020-12-25,70.0
T1_C38,T1,T1_P45,2022-01-17,49.46
T1_C38,T1,T1_P266,2021-08-04,60.48
T1_C38,T1,T1_P69,2020-05-30,94.41
T1_C39,T1,T1_P146,2021-01-28,28.29
T1_C39,T1,T1_P230,2020-04-18,24.21
T1_C39,T1,T1_P225,2020-08-14,83.61
T1_C39,T1,T1_P272,2021-11-24,21.29
T1_C39,T1,T1_P80,2022-06-19,62.54
T1_C39,T1,T1_P182,2021-11-14,33.89
T1_C39,T1,T1_P39,2021-03-04,75.65
T1_C39,T1,T1_P185,2021-09-01,61.86
T1_C39,T1,T1_P135,2021-10-05,60.24
T1_C40,T1,T1_P70,2021-02-18,30.54
T1_C40,T1,T1_P16,2020-08-13,8.66
T1_C40,T1,T1_P180,2020-09-24,96.55
T1_C40,T1,T1_P188,2020-05-05,87.42
T1_C40,T1,T1_P248,2020-06-30,51.01
T1_C40,T1,T1_P46,2022-01-28,84.58
T1_C40,T1,T1_P176,2021-03-06,76.17
T1_C40,T1,T1_P229,2020-03-07,89.69
T1_C40,T1,T1_P63,2020-08-11,97.94
T1_C40,T1,T1_P2,2021-05-22,6.34
T1_C40,T1,T1_P284,2021-12-24,24.37
T1_C40,T1,T1_P183,2022-02-07,43.24
T1_C40,T1,T1_P161,2021-12-29,25.83
T1_C40,T1,T1_P78,2022-05-03,69.86
T1_C41,T1,T1_P153,2020-01-07,60.57
T1_C41,T1,T1_P282,2020-05-10,74.48
T1_C41,T1,T1_P296,2020-02-21,51.67
T1_C41,T1,T1_P230,2022-01-10,11.48
T1_C41,T1,T1_P258,2020-03-16,68.91
T1_C41,T1,T1_P53,2020-02-23,96.2
T1_C41,T1,T1_P143,2020-09-18,79.99
T1_C41,T1,T1_P203,2021-06-10,77.77
T1_C41,T1,T1_P183,2020-04-11,19.22
T1_C41,T1,T1_P240,2021-11-02,93.46
T1_C41,T1,T1_P256,2022-08-23,31.27
T1_C42,T1,T1_P70,2020-03-18,1.48
T1_C42,T1,T1_P16,2020-02-28,22.74
T1_C42,T1,T1_P180,2021-02-05,98.26
T1_C42,T1,T1_P188,2021-11-05,89.46
T1_C42,T1,T1_P248,2021-07-28,84.21
T1_C42,T1,T1_P18,2022-03-09,7.42
T1_C42,T1,T1_P46,2021-04-25,74.15
T1_C42,T1,T1_P176,2022-04-18,1.44
T1_C42,T1,T1_P229,2021-08-27,51.35
T1_C42,T1,T1_P63,2020-06-21,70.25
T1_C42,T1,T1_P2,2022-08-28,33.32
T1_C42,T1,T1_P284,2020-11-25,20.71
T1_C42,T1,T1_P183,2021-07-30,25.82
T1_C42,T1,T1_P161,2020-10-19,29.01
T1_C42,T1,T1_P78,2021-12-27,34.77
T1_C43,T1,T1_P6,2021-06-06,89.29
T1_C43,T1,T1_P190,2022-08-20,40.11
T1_C43,T1,T1_P213,2021-08-06,75.42
T1_C43,T1,T1_P263,2020-06-14,15.98
T1_C43,T1,T1_P149,2021-12-02,29.15
T1_C43,T1,T1_P273,2020-01-24,50.34
T1_C43,T1,T1_P96,2022-06-04,12.36
T1_C43,T1,T1_P130,2020-07-23,57.7
T1_C43,T1,T1_P294,2020-07-10,0.27
T1_C43,T1,T1_P242,2022-03-25,98.1
T1_C44,T1,T1_P113,2021-03-08,99.29
T1_C44,T1,T1_P216,2021-04-03,61.33
T1_C44,T1,T1_P108,2020-10-12,63.16
T1_C44,T1,T1_P120,2022-09-18,53.19
T1_C44,T1,T1_P53,2020-12-06,14.63
T1_C44,T1,T1_P241,2020-03-11,63.69
T1_C44,T1,T1_P220,2022-04-02,82.5
T1_C44,T1,T1_P39,2021-10-02,59.13
T1_C44,T1,T1_P63,2022-03-11,82.05
T1_C44,T1,T1_P43,2021-05-27,59.9
T1_C44,T1,T1_P183,2022-01-25,14.41
T1_C44,T1,T1_P152,2022-05-02,59.36
T1_C44,T1,T1_P78,2021-11-27,52.84
T1_C45,T1,T1_P113,2020-08-06,72.83
T1_C45,T1,T1_P216,2020-07-03,32.62
T1_C45,T1,T1_P108,2021-05-22,30.85
T1_C45,T1,T1_P120,2020-06-30,23.63
T1_C45,T1,T1_P53,2022-05-08,78.18
T1_C45,T1,T1_P241,2020-05-14,34.5
T1_C45,T1,T1_P220,2020-04-15,16.92
T1_C45,T1,T1_P39,2021-09-28,33.45
T1_C45,T1,T1_P63,2020-12-07,7.1
T1_C45,T1,T1_P43,2020-02-13,81.95
T1_C45,T1,T1_P183,2020-05-11,35.0
T1_C45,T1,T1_P78,2020-03-09,96.83
T1_C46,T1,T1_P153,2021-05-19,69.92
T1_C46,T1,T1_P282,2020-01-05,22.62
T1_C46,T1,T1_P258,2022-02-01,11.78
T1_C46,T1,T1_P183,2021-12-20,55.4
T1_C46,T1,T1_P240,2021-03-24,62.25
T1_C46,T1,T1_P256,2020-03-17,8.24
T1_C47,T1,T1_P70,2020-03-31,4.52
T1_C47,T1,T1_P16,2020-02-14,38.79
T1_C47,T1,T1_P180,2020-02-25,59.8
T1_C47,T1,T1_P46,2021-03-10,45.03
T1_C47,T1,T1_P229,2020-11-03,73.88
T1_C47,T1,T1_P63,2020-03-16,55.46
T1_C47,T1,T1_P284,2021-04-26,45.4
T1_C47,T1,T1_P183,2020-05-06,23.66
T1_C47,T1,T1_P161,2021-10-01,98.63
T1_C47,T1,T1_P78,2021-11-20,28.01
T1_C48,T1,T1_P246,2022-02-07,91.84
T1_C48,T1,T1_P85,2020-10-03,97.6
T1_C48,T1,T1_P72,2021-12-03,53.08
T1_C48,T1,T1_P19,2020-12-12,90.37
T1_C48,T1,T1_P140,2020-05-14,64.78
T1_C48,T1,T1_P137,2020-04-02,21.28
T1_C48,T1,T1_P160,2020-02-05,72.67
T1_C48,T1,T1_P119,2022-04-12,84.76
T1_C48,T1,T1_P141,2020-07-23,63.67
T1_C48,T1,T1_P280,2020-05-17,4.68
T1_C48,T1,T1_P172,2022-05-16,56.86
T1_C48,T1,T1_P222,2022-08-29,56.95
T1_C48,T1,T1_P127,2022-06-14,1.26
T1_C48,T1,T1_P261,2022-02-28,80.06
T1_C48,T1,T1_P201,2021-02-05,50.79
T1_C49,T1,T1_P83,2022-01-18,16.5
T1_C49,T1,T1_P282,2021-11-11,78.82
T1_C49,T1,T1_P8,2021-12-15,90.29
T1_C49,T1,T1_P256,2021-08-11,63.06
T1_C49,T1,T1_P5,2021-02-13,67.67
T1_C50,T1,T1_P16,2022-01-30,21.5
T1_C50,T1,T1_P83,2020-12-20,12.32
T1_C50,T1,T1_P282,2020-05-13,41.13
T1_C50,T1,T1_P8,2020-09-06,82.55
T1_C50,T1,T1_P59,2020-06-02,99.83
T1_C50,T1,T1_P238,2022-03-11,3.12
T1_C50,T1,T1_P170,2022-02-19,26.62
T1_C50,T1,T1_P176,2021-10-15,63.25
T1_C50,T1,T1_P252,2020-12-26,52.75
T1_C50,T1,T1_P226,2021-06-19,80.06
T1_C50,T1,T1_P105,2020-05-10,6.59
T1_C50,T1,T1_P256,2020-10-20,75.35
T1_C50,T1,T1_P5,2022-07-24,9.46
T1_C51,T1,T1_P154,2022-08-26,22.46
T1_C51,T1,T1_P190,2020-01-17,54.6
T1_C51,T1,T1_P256,2021-10-05,15.72
T1_C51,T1,T1_P124,2021-02-24,80.03
T1_C51,T1,T1_P21,2021-06-04,19.1
T1_C51,T1,T1_P280,2021-01-06,83.29
T1_C51,T1,T1_P46,2021-11-15,46.99
T1_C51,T1,T1_P220,2020-06-30,66.44
T1_C51,T1,T1_P43,2022-05-22,31.22
T1_C51,T1,T1_P98,2021-04-09,5.91
T1_C51,T1,T1_P295,2022-05-15,79.32
T1_C51,T1,T1_P183,2022-03-05,83.01
T1_C51,T1,T1_P118,2020-12-21,19.4
T1_C52,T1,T1_P180,2021-11-18,65.91
T1_C52,T1,T1_P216,2020-01-22,82.5
T1_C52,T1,T1_P125,2020-12-23,14.91
T1_C52,T1,T1_P90,2021-09-30,6.77
T1_C52,T1,T1_P45,2020-08-31,14.73
T1_C52,T1,T1_P39,2020-01-29,52.15
T1_C52,T1,T1_P78,2021-11-29,86.03
T1_C53,T1,T1_P246,2021-10-21,45.73
T1_C53,T1,T1_P72,2022-05-28,0.21
T1_C53,T1,T1_P19,2020-06-01,55.85
T1_C53,T1,T1_P137,2022-01-16,55.95
T1_C53,T1,T1_P160,2021-02-28,93.2
T1_C53,T1,T1_P222,2021-09-17,67.11
T1_C53,T1,T1_P127,2021-03-16,11.56
T1_C53,T1,T1_P261,2022-08-26,58.65
